from	to	dataset	n	dpt	mlt
ZA	BW	locrisk260.1	1	TempEst	FastTree
ZA	BW	locrisk260.2	1	TempEst	FastTree
ZA	BW	locrisk260.3	4	TempEst	FastTree
ZA	BW	locrisk378.1	3	TempEst	FastTree
ZA	BW	locrisk378.2	4	TempEst	FastTree
ZA	BW	locrisk378.3	8	TempEst	FastTree
ZA	BW	locrisk468.1	10	TempEst	FastTree
ZA	BW	locrisk468.2	5	TempEst	FastTree
ZA	BW	locrisk468.3	10	TempEst	FastTree
ZA	BW	locrisk527.1	10	TempEst	FastTree
ZA	BW	locrisk527.2	11	TempEst	FastTree
ZA	BW	locrisk527.3	9	TempEst	FastTree
ZA	BW	locrisk574.1	7	TempEst	FastTree
ZA	BW	locrisk574.2	3	TempEst	FastTree
ZA	BW	locrisk574.3	4	TempEst	FastTree
ZA	DE	locrisk260.3	1	TempEst	FastTree
ZA	DE	locrisk378.1	1	TempEst	FastTree
ZA	DE	locrisk378.2	1	TempEst	FastTree
ZA	DE	locrisk378.3	1	TempEst	FastTree
ZA	DE	locrisk468.1	1	TempEst	FastTree
ZA	DE	locrisk468.2	1	TempEst	FastTree
ZA	DE	locrisk468.3	1	TempEst	FastTree
ZA	DE	locrisk527.1	1	TempEst	FastTree
ZA	DE	locrisk527.2	1	TempEst	FastTree
ZA	DE	locrisk527.3	1	TempEst	FastTree
ZA	DE	locrisk574.1	1	TempEst	FastTree
ZA	DE	locrisk574.2	1	TempEst	FastTree
ZA	DE	locrisk574.3	1	TempEst	FastTree
ZA	DK	locrisk378.2	1	TempEst	FastTree
ZA	DK	locrisk378.3	1	TempEst	FastTree
ZA	ES	locrisk260.2	1	TempEst	FastTree
ZA	ES	locrisk260.3	3	TempEst	FastTree
ZA	ES	locrisk378.1	1	TempEst	FastTree
ZA	ES	locrisk378.2	2	TempEst	FastTree
ZA	ES	locrisk378.3	3	TempEst	FastTree
ZA	ES	locrisk468.1	2	TempEst	FastTree
ZA	ES	locrisk468.2	2	TempEst	FastTree
ZA	ES	locrisk468.3	3	TempEst	FastTree
ZA	ES	locrisk527.1	1	TempEst	FastTree
ZA	ES	locrisk527.2	3	TempEst	FastTree
ZA	ES	locrisk527.3	1	TempEst	FastTree
ZA	ES	locrisk574.1	1	TempEst	FastTree
ZA	GB	locrisk574.2	1	TempEst	FastTree
ZA	GE	locrisk527.1	1	TempEst	FastTree
ZA	IN	locrisk260.1	1	TempEst	FastTree
ZA	IN	locrisk260.3	2	TempEst	FastTree
ZA	IN	locrisk378.1	1	TempEst	FastTree
ZA	IN	locrisk378.2	2	TempEst	FastTree
ZA	IN	locrisk378.3	2	TempEst	FastTree
ZA	IN	locrisk468.1	2	TempEst	FastTree
ZA	IN	locrisk468.2	2	TempEst	FastTree
ZA	IN	locrisk468.3	2	TempEst	FastTree
ZA	IN	locrisk527.1	2	TempEst	FastTree
ZA	IN	locrisk527.2	2	TempEst	FastTree
ZA	IN	locrisk527.3	2	TempEst	FastTree
ZA	IN	locrisk574.1	2	TempEst	FastTree
ZA	IN	locrisk574.2	1	TempEst	FastTree
ZA	IN	locrisk574.3	2	TempEst	FastTree
ZA	KE	locrisk260.2	1	TempEst	FastTree
ZA	KE	locrisk260.3	1	TempEst	FastTree
ZA	KE	locrisk378.2	1	TempEst	FastTree
ZA	MW	locrisk260.1	4	TempEst	FastTree
ZA	MW	locrisk260.2	3	TempEst	FastTree
ZA	MW	locrisk260.3	5	TempEst	FastTree
ZA	MW	locrisk378.1	5	TempEst	FastTree
ZA	MW	locrisk378.2	7	TempEst	FastTree
ZA	MW	locrisk378.3	8	TempEst	FastTree
ZA	MW	locrisk468.1	11	TempEst	FastTree
ZA	MW	locrisk468.2	9	TempEst	FastTree
ZA	MW	locrisk468.3	10	TempEst	FastTree
ZA	MW	locrisk527.1	11	TempEst	FastTree
ZA	MW	locrisk527.2	12	TempEst	FastTree
ZA	MW	locrisk527.3	10	TempEst	FastTree
ZA	MW	locrisk574.1	7	TempEst	FastTree
ZA	MW	locrisk574.2	7	TempEst	FastTree
ZA	MW	locrisk574.3	4	TempEst	FastTree
ZA	NG	locrisk260.1	1	TempEst	FastTree
ZA	NG	locrisk260.3	1	TempEst	FastTree
ZA	NG	locrisk378.1	1	TempEst	FastTree
ZA	NG	locrisk378.2	1	TempEst	FastTree
ZA	NG	locrisk378.3	1	TempEst	FastTree
ZA	NG	locrisk468.2	1	TempEst	FastTree
ZA	NG	locrisk468.3	1	TempEst	FastTree
ZA	NG	locrisk527.1	1	TempEst	FastTree
ZA	NG	locrisk527.2	1	TempEst	FastTree
ZA	NG	locrisk527.3	1	TempEst	FastTree
ZA	NG	locrisk574.1	1	TempEst	FastTree
ZA	NG	locrisk574.2	1	TempEst	FastTree
ZA	NG	locrisk574.3	1	TempEst	FastTree
ZA	PK	locrisk260.1	1	TempEst	FastTree
ZA	SE	locrisk260.1	1	TempEst	FastTree
ZA	SE	locrisk260.2	1	TempEst	FastTree
ZA	SE	locrisk260.3	2	TempEst	FastTree
ZA	SE	locrisk378.1	3	TempEst	FastTree
ZA	SE	locrisk378.2	3	TempEst	FastTree
ZA	SE	locrisk378.3	3	TempEst	FastTree
ZA	SE	locrisk468.1	3	TempEst	FastTree
ZA	SE	locrisk468.2	3	TempEst	FastTree
ZA	SE	locrisk468.3	4	TempEst	FastTree
ZA	SE	locrisk527.1	3	TempEst	FastTree
ZA	SE	locrisk527.2	3	TempEst	FastTree
ZA	SE	locrisk527.3	3	TempEst	FastTree
ZA	SE	locrisk574.1	3	TempEst	FastTree
ZA	SE	locrisk574.2	3	TempEst	FastTree
ZA	SE	locrisk574.3	3	TempEst	FastTree
ZA	SO	locrisk260.2	1	TempEst	FastTree
ZA	SO	locrisk260.3	1	TempEst	FastTree
ZA	SO	locrisk378.2	1	TempEst	FastTree
ZA	SO	locrisk378.3	1	TempEst	FastTree
ZA	SO	locrisk468.3	1	TempEst	FastTree
ZA	TH	locrisk260.1	1	TempEst	FastTree
ZA	TH	locrisk260.2	1	TempEst	FastTree
ZA	TH	locrisk260.3	1	TempEst	FastTree
ZA	TH	locrisk378.1	1	TempEst	FastTree
ZA	TH	locrisk378.3	1	TempEst	FastTree
ZA	TH	locrisk468.1	1	TempEst	FastTree
ZA	TH	locrisk468.2	1	TempEst	FastTree
ZA	TH	locrisk527.1	1	TempEst	FastTree
ZA	TH	locrisk527.2	1	TempEst	FastTree
ZA	TH	locrisk527.3	1	TempEst	FastTree
ZA	TZ	locrisk260.2	2	TempEst	FastTree
ZA	TZ	locrisk260.3	1	TempEst	FastTree
ZA	TZ	locrisk378.1	5	TempEst	FastTree
ZA	TZ	locrisk378.2	4	TempEst	FastTree
ZA	TZ	locrisk378.3	6	TempEst	FastTree
ZA	TZ	locrisk468.1	4	TempEst	FastTree
ZA	TZ	locrisk468.2	2	TempEst	FastTree
ZA	TZ	locrisk468.3	5	TempEst	FastTree
ZA	TZ	locrisk527.1	5	TempEst	FastTree
ZA	TZ	locrisk527.2	6	TempEst	FastTree
ZA	TZ	locrisk527.3	5	TempEst	FastTree
ZA	TZ	locrisk574.1	4	TempEst	FastTree
ZA	TZ	locrisk574.2	3	TempEst	FastTree
ZA	TZ	locrisk574.3	3	TempEst	FastTree
ZA	US	locrisk260.3	1	TempEst	FastTree
ZA	US	locrisk378.3	1	TempEst	FastTree
ZA	US	locrisk468.3	1	TempEst	FastTree
ZA	US	locrisk527.1	1	TempEst	FastTree
ZA	US	locrisk527.2	1	TempEst	FastTree
ZA	US	locrisk527.3	1	TempEst	FastTree
ZA	ZM	locrisk260.2	1	TempEst	FastTree
ZA	ZM	locrisk260.3	5	TempEst	FastTree
ZA	ZM	locrisk378.1	2	TempEst	FastTree
ZA	ZM	locrisk378.2	7	TempEst	FastTree
ZA	ZM	locrisk378.3	7	TempEst	FastTree
ZA	ZM	locrisk468.1	3	TempEst	FastTree
ZA	ZM	locrisk468.2	3	TempEst	FastTree
ZA	ZM	locrisk468.3	7	TempEst	FastTree
ZA	ZM	locrisk527.1	6	TempEst	FastTree
ZA	ZM	locrisk527.2	9	TempEst	FastTree
ZA	ZM	locrisk527.3	7	TempEst	FastTree
ZA	ZM	locrisk574.1	4	TempEst	FastTree
ZA	ZM	locrisk574.2	3	TempEst	FastTree
ZA	ZM	locrisk574.3	3	TempEst	FastTree
ZM	BW	locrisk260.1	5	TempEst	FastTree
ZM	BW	locrisk260.2	7	TempEst	FastTree
ZM	BW	locrisk260.3	4	TempEst	FastTree
ZM	BW	locrisk378.1	7	TempEst	FastTree
ZM	BW	locrisk378.2	8	TempEst	FastTree
ZM	BW	locrisk378.3	3	TempEst	FastTree
ZM	BW	locrisk468.1	4	TempEst	FastTree
ZM	BW	locrisk468.2	9	TempEst	FastTree
ZM	BW	locrisk468.3	5	TempEst	FastTree
ZM	BW	locrisk527.1	6	TempEst	FastTree
ZM	BW	locrisk527.2	1	TempEst	FastTree
ZM	BW	locrisk527.3	5	TempEst	FastTree
ZM	BW	locrisk574.1	4	TempEst	FastTree
ZM	BW	locrisk574.2	3	TempEst	FastTree
ZM	BW	locrisk574.3	2	TempEst	FastTree
ZM	DE	locrisk260.1	1	TempEst	FastTree
ZM	DE	locrisk260.2	1	TempEst	FastTree
ZM	DK	locrisk260.2	1	TempEst	FastTree
ZM	DK	locrisk468.2	1	TempEst	FastTree
ZM	ES	locrisk260.1	3	TempEst	FastTree
ZM	ES	locrisk260.2	3	TempEst	FastTree
ZM	ES	locrisk260.3	1	TempEst	FastTree
ZM	ES	locrisk378.1	3	TempEst	FastTree
ZM	ES	locrisk378.2	1	TempEst	FastTree
ZM	ES	locrisk378.3	1	TempEst	FastTree
ZM	ES	locrisk468.1	1	TempEst	FastTree
ZM	ES	locrisk468.2	1	TempEst	FastTree
ZM	ES	locrisk468.3	1	TempEst	FastTree
ZM	ES	locrisk527.1	1	TempEst	FastTree
ZM	ES	locrisk527.2	1	TempEst	FastTree
ZM	ES	locrisk527.3	1	TempEst	FastTree
ZM	ES	locrisk574.2	2	TempEst	FastTree
ZM	GE	locrisk260.1	1	TempEst	FastTree
ZM	GE	locrisk260.2	1	TempEst	FastTree
ZM	GE	locrisk260.3	1	TempEst	FastTree
ZM	GE	locrisk378.1	1	TempEst	FastTree
ZM	GE	locrisk378.2	1	TempEst	FastTree
ZM	GE	locrisk378.3	1	TempEst	FastTree
ZM	GE	locrisk468.1	1	TempEst	FastTree
ZM	GE	locrisk468.2	1	TempEst	FastTree
ZM	GE	locrisk468.3	1	TempEst	FastTree
ZM	GE	locrisk574.1	1	TempEst	FastTree
ZM	IN	locrisk260.1	1	TempEst	FastTree
ZM	IN	locrisk260.2	2	TempEst	FastTree
ZM	IN	locrisk378.1	1	TempEst	FastTree
ZM	KE	locrisk260.1	1	TempEst	FastTree
ZM	KE	locrisk260.2	1	TempEst	FastTree
ZM	KE	locrisk260.3	1	TempEst	FastTree
ZM	KE	locrisk378.1	1	TempEst	FastTree
ZM	KE	locrisk378.2	1	TempEst	FastTree
ZM	KE	locrisk378.3	1	TempEst	FastTree
ZM	KE	locrisk468.1	1	TempEst	FastTree
ZM	KE	locrisk468.2	1	TempEst	FastTree
ZM	KE	locrisk468.3	1	TempEst	FastTree
ZM	KE	locrisk527.1	1	TempEst	FastTree
ZM	KE	locrisk527.3	1	TempEst	FastTree
ZM	MW	locrisk260.1	6	TempEst	FastTree
ZM	MW	locrisk260.2	7	TempEst	FastTree
ZM	MW	locrisk260.3	6	TempEst	FastTree
ZM	MW	locrisk378.1	10	TempEst	FastTree
ZM	MW	locrisk378.2	8	TempEst	FastTree
ZM	MW	locrisk378.3	9	TempEst	FastTree
ZM	MW	locrisk468.1	8	TempEst	FastTree
ZM	MW	locrisk468.2	4	TempEst	FastTree
ZM	MW	locrisk468.3	9	TempEst	FastTree
ZM	MW	locrisk527.1	5	TempEst	FastTree
ZM	MW	locrisk527.2	4	TempEst	FastTree
ZM	MW	locrisk527.3	7	TempEst	FastTree
ZM	MW	locrisk574.1	1	TempEst	FastTree
ZM	MW	locrisk574.2	1	TempEst	FastTree
ZM	MW	locrisk574.3	1	TempEst	FastTree
ZM	NG	locrisk260.2	1	TempEst	FastTree
ZM	NG	locrisk468.1	1	TempEst	FastTree
ZM	SE	locrisk260.1	6	TempEst	FastTree
ZM	SE	locrisk260.2	6	TempEst	FastTree
ZM	SE	locrisk260.3	4	TempEst	FastTree
ZM	SE	locrisk378.1	7	TempEst	FastTree
ZM	SE	locrisk378.2	6	TempEst	FastTree
ZM	SE	locrisk378.3	5	TempEst	FastTree
ZM	SE	locrisk468.1	6	TempEst	FastTree
ZM	SE	locrisk468.2	6	TempEst	FastTree
ZM	SE	locrisk468.3	5	TempEst	FastTree
ZM	SE	locrisk527.1	5	TempEst	FastTree
ZM	SE	locrisk527.2	5	TempEst	FastTree
ZM	SE	locrisk527.3	4	TempEst	FastTree
ZM	SE	locrisk574.1	1	TempEst	FastTree
ZM	SE	locrisk574.2	1	TempEst	FastTree
ZM	SE	locrisk574.3	1	TempEst	FastTree
ZM	SN	locrisk260.1	1	TempEst	FastTree
ZM	SN	locrisk260.2	1	TempEst	FastTree
ZM	SN	locrisk260.3	1	TempEst	FastTree
ZM	SN	locrisk378.1	2	TempEst	FastTree
ZM	SN	locrisk378.2	2	TempEst	FastTree
ZM	SN	locrisk378.3	2	TempEst	FastTree
ZM	SN	locrisk468.1	2	TempEst	FastTree
ZM	SN	locrisk468.2	2	TempEst	FastTree
ZM	SN	locrisk468.3	2	TempEst	FastTree
ZM	SN	locrisk527.1	2	TempEst	FastTree
ZM	SN	locrisk527.2	1	TempEst	FastTree
ZM	SN	locrisk527.3	1	TempEst	FastTree
ZM	TZ	locrisk260.1	11	TempEst	FastTree
ZM	TZ	locrisk260.2	8	TempEst	FastTree
ZM	TZ	locrisk260.3	7	TempEst	FastTree
ZM	TZ	locrisk378.1	10	TempEst	FastTree
ZM	TZ	locrisk378.2	10	TempEst	FastTree
ZM	TZ	locrisk378.3	9	TempEst	FastTree
ZM	TZ	locrisk468.1	7	TempEst	FastTree
ZM	TZ	locrisk468.2	13	TempEst	FastTree
ZM	TZ	locrisk468.3	12	TempEst	FastTree
ZM	TZ	locrisk527.1	10	TempEst	FastTree
ZM	TZ	locrisk527.2	8	TempEst	FastTree
ZM	TZ	locrisk527.3	10	TempEst	FastTree
ZM	TZ	locrisk574.1	8	TempEst	FastTree
ZM	TZ	locrisk574.2	4	TempEst	FastTree
ZM	TZ	locrisk574.3	3	TempEst	FastTree
ZM	US	locrisk260.1	1	TempEst	FastTree
ZM	US	locrisk260.2	1	TempEst	FastTree
ZM	US	locrisk378.1	1	TempEst	FastTree
ZM	US	locrisk468.1	1	TempEst	FastTree
ZM	US	locrisk574.2	1	TempEst	FastTree
ZM	ZA	locrisk260.1	12	TempEst	FastTree
ZM	ZA	locrisk260.2	12	TempEst	FastTree
ZM	ZA	locrisk260.3	5	TempEst	FastTree
ZM	ZA	locrisk378.1	11	TempEst	FastTree
ZM	ZA	locrisk378.2	9	TempEst	FastTree
ZM	ZA	locrisk378.3	6	TempEst	FastTree
ZM	ZA	locrisk468.1	7	TempEst	FastTree
ZM	ZA	locrisk468.2	8	TempEst	FastTree
ZM	ZA	locrisk468.3	6	TempEst	FastTree
ZM	ZA	locrisk527.1	10	TempEst	FastTree
ZM	ZA	locrisk527.2	4	TempEst	FastTree
ZM	ZA	locrisk527.3	9	TempEst	FastTree
ZM	ZA	locrisk574.1	6	TempEst	FastTree
ZM	ZA	locrisk574.2	1	TempEst	FastTree
BR	AR	locrisk260.1	1	LSD	FastTree
BR	AR	locrisk260.2	1	LSD	FastTree
BR	AR	locrisk260.3	1	LSD	FastTree
BR	AR	locrisk378.1	1	LSD	FastTree
BR	AR	locrisk378.2	1	LSD	FastTree
BR	AR	locrisk378.3	1	LSD	FastTree
BR	AR	locrisk468.1	1	LSD	FastTree
BR	AR	locrisk468.2	1	LSD	FastTree
BR	AR	locrisk468.3	1	LSD	FastTree
BR	AR	locrisk527.1	1	LSD	FastTree
BR	AR	locrisk527.2	1	LSD	FastTree
BR	AR	locrisk527.3	1	LSD	FastTree
BR	AR	locrisk574.1	1	LSD	FastTree
BR	AR	locrisk574.2	1	LSD	FastTree
BR	AR	locrisk574.3	1	LSD	FastTree
BR	ES	locrisk260.1	1	LSD	FastTree
BR	ES	locrisk260.2	1	LSD	FastTree
BR	ES	locrisk260.3	1	LSD	FastTree
BR	ES	locrisk378.1	1	LSD	FastTree
BR	ES	locrisk378.2	1	LSD	FastTree
BR	ES	locrisk378.3	1	LSD	FastTree
BR	ES	locrisk468.1	1	LSD	FastTree
BR	ES	locrisk468.2	1	LSD	FastTree
BR	ES	locrisk468.3	1	LSD	FastTree
BR	ES	locrisk527.1	1	LSD	FastTree
BR	ES	locrisk527.2	1	LSD	FastTree
BR	ES	locrisk527.3	1	LSD	FastTree
BR	ES	locrisk574.1	1	LSD	FastTree
BR	ES	locrisk574.2	1	LSD	FastTree
BR	ES	locrisk574.3	1	LSD	FastTree
BR	UY	locrisk260.1	1	LSD	FastTree
BR	UY	locrisk260.2	1	LSD	FastTree
BR	UY	locrisk260.3	1	LSD	FastTree
BR	UY	locrisk378.1	1	LSD	FastTree
BR	UY	locrisk378.2	1	LSD	FastTree
BR	UY	locrisk378.3	1	LSD	FastTree
BR	UY	locrisk468.1	1	LSD	FastTree
BR	UY	locrisk468.2	1	LSD	FastTree
BR	UY	locrisk468.3	1	LSD	FastTree
BR	UY	locrisk527.1	1	LSD	FastTree
BR	UY	locrisk527.2	1	LSD	FastTree
BR	UY	locrisk527.3	1	LSD	FastTree
BR	UY	locrisk574.1	1	LSD	FastTree
BR	UY	locrisk574.2	1	LSD	FastTree
BR	UY	locrisk574.3	1	LSD	FastTree
BR	ZA	locrisk260.1	1	LSD	FastTree
BW	BG	locrisk574.1	1	LSD	FastTree
BW	BG	locrisk574.3	1	LSD	FastTree
BW	DK	locrisk378.1	1	LSD	FastTree
BW	DK	locrisk527.1	1	LSD	FastTree
BW	DK	locrisk527.3	1	LSD	FastTree
BW	DK	locrisk574.1	1	LSD	FastTree
BW	DK	locrisk574.2	1	LSD	FastTree
BW	DK	locrisk574.3	1	LSD	FastTree
BW	ES	locrisk527.3	2	LSD	FastTree
BW	ES	locrisk574.1	3	LSD	FastTree
BW	ES	locrisk574.2	1	LSD	FastTree
BW	ES	locrisk574.3	4	LSD	FastTree
BW	GE	locrisk527.3	1	LSD	FastTree
BW	GE	locrisk574.1	1	LSD	FastTree
BW	GE	locrisk574.2	1	LSD	FastTree
BW	GE	locrisk574.3	1	LSD	FastTree
BW	IN	locrisk468.1	1	LSD	FastTree
BW	IN	locrisk527.1	1	LSD	FastTree
BW	IN	locrisk527.3	1	LSD	FastTree
BW	IN	locrisk574.2	1	LSD	FastTree
BW	IN	locrisk574.3	1	LSD	FastTree
BW	KE	locrisk378.1	1	LSD	FastTree
BW	KE	locrisk378.3	1	LSD	FastTree
BW	KE	locrisk468.1	1	LSD	FastTree
BW	KE	locrisk468.3	1	LSD	FastTree
BW	KE	locrisk527.1	1	LSD	FastTree
BW	KE	locrisk527.2	1	LSD	FastTree
BW	KE	locrisk527.3	1	LSD	FastTree
BW	KE	locrisk574.1	1	LSD	FastTree
BW	KE	locrisk574.2	2	LSD	FastTree
BW	KE	locrisk574.3	1	LSD	FastTree
BW	MW	locrisk378.1	2	LSD	FastTree
BW	MW	locrisk378.2	1	LSD	FastTree
BW	MW	locrisk468.1	1	LSD	FastTree
BW	MW	locrisk468.2	1	LSD	FastTree
BW	MW	locrisk527.1	1	LSD	FastTree
BW	MW	locrisk527.2	2	LSD	FastTree
BW	MW	locrisk527.3	3	LSD	FastTree
BW	MW	locrisk574.1	12	LSD	FastTree
BW	MW	locrisk574.2	9	LSD	FastTree
BW	MW	locrisk574.3	14	LSD	FastTree
BW	SE	locrisk574.1	4	LSD	FastTree
BW	SE	locrisk574.2	4	LSD	FastTree
BW	SE	locrisk574.3	4	LSD	FastTree
BW	SN	locrisk574.1	1	LSD	FastTree
BW	SN	locrisk574.2	1	LSD	FastTree
BW	SN	locrisk574.3	1	LSD	FastTree
BW	SO	locrisk378.1	1	LSD	FastTree
BW	SO	locrisk468.1	1	LSD	FastTree
BW	SO	locrisk527.1	1	LSD	FastTree
BW	SO	locrisk527.3	1	LSD	FastTree
BW	SO	locrisk574.1	1	LSD	FastTree
BW	SO	locrisk574.2	1	LSD	FastTree
BW	SO	locrisk574.3	1	LSD	FastTree
BW	TH	locrisk574.1	1	LSD	FastTree
BW	TH	locrisk574.3	1	LSD	FastTree
BW	TZ	locrisk378.1	4	LSD	FastTree
BW	TZ	locrisk378.2	1	LSD	FastTree
BW	TZ	locrisk468.1	1	LSD	FastTree
BW	TZ	locrisk527.1	5	LSD	FastTree
BW	TZ	locrisk527.3	6	LSD	FastTree
BW	TZ	locrisk574.1	13	LSD	FastTree
BW	TZ	locrisk574.2	18	LSD	FastTree
BW	TZ	locrisk574.3	18	LSD	FastTree
BW	US	locrisk527.2	1	LSD	FastTree
BW	US	locrisk574.1	1	LSD	FastTree
BW	US	locrisk574.3	1	LSD	FastTree
BW	ZA	locrisk378.1	7	LSD	FastTree
BW	ZA	locrisk378.2	2	LSD	FastTree
BW	ZA	locrisk468.1	4	LSD	FastTree
BW	ZA	locrisk468.2	5	LSD	FastTree
BW	ZA	locrisk468.3	3	LSD	FastTree
BW	ZA	locrisk527.1	9	LSD	FastTree
BW	ZA	locrisk527.2	3	LSD	FastTree
BW	ZA	locrisk527.3	10	LSD	FastTree
BW	ZA	locrisk574.1	27	LSD	FastTree
BW	ZA	locrisk574.2	28	LSD	FastTree
BW	ZA	locrisk574.3	32	LSD	FastTree
BW	ZM	locrisk378.1	4	LSD	FastTree
BW	ZM	locrisk378.2	1	LSD	FastTree
BW	ZM	locrisk468.1	2	LSD	FastTree
BW	ZM	locrisk468.2	1	LSD	FastTree
BW	ZM	locrisk468.3	1	LSD	FastTree
BW	ZM	locrisk527.1	8	LSD	FastTree
BW	ZM	locrisk527.2	2	LSD	FastTree
BW	ZM	locrisk527.3	8	LSD	FastTree
BW	ZM	locrisk574.1	17	LSD	FastTree
BW	ZM	locrisk574.2	22	LSD	FastTree
BW	ZM	locrisk574.3	22	LSD	FastTree
CN	MM	locrisk260.3	1	LSD	FastTree
CN	MM	locrisk378.3	1	LSD	FastTree
CN	MM	locrisk527.2	1	LSD	FastTree
CN	MM	locrisk574.1	1	LSD	FastTree
CN	SE	locrisk378.3	1	LSD	FastTree
CN	SE	locrisk527.2	1	LSD	FastTree
CN	SE	locrisk574.1	1	LSD	FastTree
ES	NG	locrisk260.1	1	LSD	FastTree
ES	NG	locrisk260.2	1	LSD	FastTree
ES	NG	locrisk260.3	1	LSD	FastTree
ES	NG	locrisk378.1	1	LSD	FastTree
ES	NG	locrisk378.2	1	LSD	FastTree
ES	NG	locrisk378.3	1	LSD	FastTree
ES	NG	locrisk468.1	1	LSD	FastTree
ES	NG	locrisk468.2	1	LSD	FastTree
ES	NG	locrisk468.3	1	LSD	FastTree
ES	NG	locrisk527.1	1	LSD	FastTree
ES	NG	locrisk527.2	1	LSD	FastTree
ES	NG	locrisk527.3	1	LSD	FastTree
ES	NG	locrisk574.1	1	LSD	FastTree
ES	NG	locrisk574.2	1	LSD	FastTree
ES	NG	locrisk574.3	1	LSD	FastTree
ES	ZA	locrisk574.2	1	LSD	FastTree
ET	IL	locrisk574.1	1	LSD	FastTree
ET	MW	locrisk574.1	1	LSD	FastTree
ET	SE	locrisk574.1	3	LSD	FastTree
ET	US	locrisk260.1	1	LSD	FastTree
ET	US	locrisk260.2	1	LSD	FastTree
ET	US	locrisk260.3	1	LSD	FastTree
ET	US	locrisk378.1	1	LSD	FastTree
ET	US	locrisk378.2	1	LSD	FastTree
ET	US	locrisk378.3	1	LSD	FastTree
ET	US	locrisk468.1	1	LSD	FastTree
ET	US	locrisk468.2	1	LSD	FastTree
ET	US	locrisk468.3	1	LSD	FastTree
ET	US	locrisk527.1	1	LSD	FastTree
ET	US	locrisk527.2	1	LSD	FastTree
ET	US	locrisk527.3	1	LSD	FastTree
ET	US	locrisk574.1	1	LSD	FastTree
ET	US	locrisk574.2	1	LSD	FastTree
ET	US	locrisk574.3	1	LSD	FastTree
ET	YE	locrisk574.1	1	LSD	FastTree
ET	ZM	locrisk574.1	1	LSD	FastTree
IN	BE	locrisk260.1	1	LSD	FastTree
IN	BE	locrisk260.2	1	LSD	FastTree
IN	BE	locrisk260.3	1	LSD	FastTree
IN	BE	locrisk378.1	1	LSD	FastTree
IN	BE	locrisk378.2	1	LSD	FastTree
IN	BE	locrisk378.3	1	LSD	FastTree
IN	BE	locrisk468.1	1	LSD	FastTree
IN	BE	locrisk468.2	1	LSD	FastTree
IN	BE	locrisk468.3	1	LSD	FastTree
IN	BE	locrisk527.1	1	LSD	FastTree
IN	BE	locrisk527.2	1	LSD	FastTree
IN	BE	locrisk527.3	1	LSD	FastTree
IN	BE	locrisk574.1	1	LSD	FastTree
IN	BE	locrisk574.2	1	LSD	FastTree
IN	BE	locrisk574.3	1	LSD	FastTree
IN	CN	locrisk260.1	2	LSD	FastTree
IN	CN	locrisk260.2	2	LSD	FastTree
IN	CN	locrisk260.3	2	LSD	FastTree
IN	CN	locrisk378.1	2	LSD	FastTree
IN	CN	locrisk378.2	2	LSD	FastTree
IN	CN	locrisk378.3	1	LSD	FastTree
IN	CN	locrisk468.1	2	LSD	FastTree
IN	CN	locrisk468.2	2	LSD	FastTree
IN	CN	locrisk468.3	2	LSD	FastTree
IN	CN	locrisk527.1	2	LSD	FastTree
IN	CN	locrisk527.2	1	LSD	FastTree
IN	CN	locrisk527.3	2	LSD	FastTree
IN	CN	locrisk574.1	1	LSD	FastTree
IN	CN	locrisk574.2	2	LSD	FastTree
IN	CN	locrisk574.3	2	LSD	FastTree
IN	MM	locrisk260.1	1	LSD	FastTree
IN	MM	locrisk260.2	1	LSD	FastTree
IN	MM	locrisk378.1	1	LSD	FastTree
IN	MM	locrisk378.2	1	LSD	FastTree
IN	MM	locrisk468.1	1	LSD	FastTree
IN	MM	locrisk468.2	1	LSD	FastTree
IN	MM	locrisk468.3	1	LSD	FastTree
IN	MM	locrisk527.1	1	LSD	FastTree
IN	MM	locrisk527.3	1	LSD	FastTree
IN	MM	locrisk574.2	1	LSD	FastTree
IN	MM	locrisk574.3	1	LSD	FastTree
IN	NP	locrisk260.1	1	LSD	FastTree
IN	NP	locrisk260.2	1	LSD	FastTree
IN	NP	locrisk260.3	1	LSD	FastTree
IN	NP	locrisk378.1	1	LSD	FastTree
IN	NP	locrisk378.2	1	LSD	FastTree
IN	NP	locrisk378.3	1	LSD	FastTree
IN	NP	locrisk468.1	1	LSD	FastTree
IN	NP	locrisk468.2	1	LSD	FastTree
IN	NP	locrisk468.3	1	LSD	FastTree
IN	NP	locrisk527.1	1	LSD	FastTree
IN	NP	locrisk527.2	1	LSD	FastTree
IN	NP	locrisk527.3	1	LSD	FastTree
IN	NP	locrisk574.1	1	LSD	FastTree
IN	NP	locrisk574.2	1	LSD	FastTree
IN	NP	locrisk574.3	1	LSD	FastTree
IN	PK	locrisk260.3	1	LSD	FastTree
IN	PK	locrisk378.1	1	LSD	FastTree
IN	PK	locrisk378.2	1	LSD	FastTree
IN	PK	locrisk378.3	1	LSD	FastTree
IN	PK	locrisk468.1	1	LSD	FastTree
IN	PK	locrisk468.2	1	LSD	FastTree
IN	PK	locrisk468.3	1	LSD	FastTree
IN	PK	locrisk527.1	1	LSD	FastTree
IN	PK	locrisk527.2	1	LSD	FastTree
IN	PK	locrisk527.3	1	LSD	FastTree
IN	PK	locrisk574.1	1	LSD	FastTree
